Distance_From_Earth,Crew_Size,Mission_Duration,Budget,Technology_Rating,Communication_Latency,Previous_Attempts,Alien_Contact_Probability,Critical_Failures,Planet_Name_Aurora,Planet_Name_Elysium,Planet_Name_Titanium,Planet_Name_Xenon,Planet_Name_Zarathustra,Atmospheric_Composition_Carbon dioxide-heavy,Atmospheric_Composition_Hydrogen-rich,Atmospheric_Composition_Methane-dominated,Atmospheric_Composition_Oxygen-rich,Surface_Terrain_Icy,Surface_Terrain_Oceanic,Surface_Terrain_Rocky,Surface_Terrain_Volcanic,Energy_Resources_Chemical,Energy_Resources_Geothermal,Energy_Resources_Nuclear,Energy_Resources_Solar,Success_Status
0.06157716832303513,0.34090909090909094,0.3802395209580839,0.17664380986180292,0.2222222222222222,0.9127144298688192,0.0,0.3080872338553277,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.03287788787728449,0.09090909090909091,0.7035928143712575,0.004600935396783145,0.6666666666666665,0.779515640766902,0.0,0.6163703607267489,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.04585253709001681,0.13636363636363635,0.8832335329341318,0.1556332940415985,0.3333333333333333,0.25075681130171545,0.75,0.3703606920389771,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.016629102269832236,0.29545454545454547,0.42814371257485034,0.14376550016688422,0.2222222222222222,0.7951564076690212,0.75,0.1242321105422049,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.04431908080388216,0.5,0.04191616766467067,0.08255911716119327,0.6666666666666665,0.11553985872855702,0.75,0.8541779905920305,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.06439297438104073,0.022727272727272707,0.5,0.0032193873024322812,0.5555555555555556,0.21846619576185675,0.0,0.7728855123042077,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0449858539267086,0.6818181818181819,0.8832335329341318,0.038434076496360235,0.1111111111111111,0.0015136226034308782,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.10286712442815368,0.11363636363636365,0.7844311377245509,0.04033951438795729,0.4444444444444445,0.9001009081735619,0.0,0.8053653934565587,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.046648520360959525,0.4772727272727273,0.9221556886227545,0.04255759619081418,0.0,0.08678102926337034,1.0,0.8760093581471203,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.025444647469614286,0.13636363636363635,0.16167664670658688,0.04134504480525241,0.1111111111111111,0.18920282542885974,0.5,0.1891372460982651,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.11490073369422786,0.4772727272727273,0.04191616766467067,0.12256908796701182,0.6666666666666665,0.48133198789101916,0.0,0.8577873823090905,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.03049725184642521,0.20454545454545453,0.15568862275449102,0.12382388852977086,0.2222222222222222,0.7961654894046417,0.0,0.2977384860869753,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.0266197284392755,0.04545454545454544,0.7125748502994012,0.032755787081046595,0.2222222222222222,0.9117053481331987,0.25,0.6286369744774157,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.0043200072162648765,0.7954545454545455,0.1946107784431138,0.07164192977341766,0.1111111111111111,0.37033299697275485,0.25,0.974411232671558,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.1149933749324999,0.7954545454545455,0.9880239520958084,0.032717762821569046,0.3333333333333333,0.43541876892028253,0.25,0.6298591274118475,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.09387970535210376,0.15909090909090906,0.008982035928143714,0.05676599448225745,1.0,0.29868819374369326,1.0,0.4784792656526124,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.012880789010798801,0.4545454545454546,0.2604790419161677,0.038083408325622854,0.5555555555555556,0.1180625630676085,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.11047833353039915,0.5454545454545454,0.8532934131736527,0.044826377006307795,1.0,0.686175580221998,0.25,0.3876736006483892,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.09077622386999022,0.5227272727272727,0.7065868263473054,0.18238547304291244,0.5555555555555556,0.25227043390514636,0.0,0.5028569949471983,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.02719629825115284,0.4772727272727273,0.9191616766467067,0.1669940977899455,0.3333333333333333,0.8178607467204843,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.10743701919502079,0.8181818181818182,0.5688622754491018,0.0407113071472933,0.4444444444444445,0.5560040363269424,1.0,0.5891825537566573,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.026986636501379262,0.2272727272727273,0.3922155688622755,0.00041826685425301255,0.4444444444444445,0.03027245206861756,1.0,0.4194845484531847,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.07020133622796572,0.9090909090909091,0.2964071856287426,0.04584035725904236,0.4444444444444445,0.43289606458123114,0.75,0.5993704908897174,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.05005186690379574,0.9318181818181818,0.5059880239520959,0.11345594044555979,1.0,0.360242179616549,0.5,0.3907356173215324,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.049904372300757345,0.5227272727272727,0.7215568862275449,0.0985166313886037,0.2222222222222222,0.3662966700302725,0.5,0.7232935979193738,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.023060354547770577,0.6363636363636364,0.7035928143712575,0.12369291608045932,0.6666666666666665,0.755297679112008,0.0,0.1566613212210899,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
0.0977657615048838,0.9318181818181818,0.20359281437125754,0.06726913993349978,0.3333333333333333,0.28506559031281536,0.0,0.226673477694199,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.0746493346286854,0.6363636363636364,0.7934131736526946,0.09538803395277692,0.8888888888888888,0.5671039354187689,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.09477808157061031,0.34090909090909094,0.8772455089820359,0.18602312719959774,0.8888888888888888,0.29868819374369326,1.0,0.5372434488950054,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.11028817519920915,0.11363636363636365,0.062874251497006,0.17744231931083138,0.3333333333333333,0.803733602421796,0.25,0.3382944472155961,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0964517186778145,0.5681818181818182,0.36227544910179643,0.15413344825109526,1.0,0.6427850655903128,0.25,0.4913021388667416,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.07535023873403311,0.11363636363636365,0.6467065868263473,0.09538803395277692,0.4444444444444445,0.806760847628658,0.75,0.7522275520659927,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.011571622038375416,0.25,0.04191616766467067,0.00956943863518258,0.2222222222222222,0.4127144298688194,1.0,0.3432918565930313,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.050372454346763476,0.34090909090909094,0.37724550898203596,0.04998077662437523,0.1111111111111111,0.1387487386478305,0.75,0.5547878685909134,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.09188791872925477,0.9772727272727272,0.6586826347305389,0.07400365877874529,0.5555555555555556,0.04187689202825429,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.005664524134871016,0.18181818181818182,0.2574850299401198,0.10552576988563148,0.2222222222222222,0.6559031281533804,0.0,0.682058262929743,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
0.012549230894877795,0.2727272727272727,0.4670658682634731,0.13294548588666233,0.8888888888888888,0.5247225025227044,1.0,0.0117408340602252,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.07290012177446979,0.43181818181818177,0.7455089820359282,0.0412816710394565,1.0,0.24520686175580225,0.75,0.3476460723653649,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.04069144494733468,0.5909090909090909,0.5508982035928144,0.17512706440042075,0.5555555555555556,0.648335015136226,0.75,0.7904013337002513,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.06000592416339477,0.29545454545454547,0.9491017964071856,0.06256258159372347,0.0,0.8748738647830473,0.75,0.0873294742955232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.014994471999795218,0.7727272727272727,0.8023952095808383,0.1899776501852626,0.0,0.16801210898082747,0.0,0.3654828922776656,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
0.013257448782194356,0.43181818181818177,0.688622754491018,0.08297315909772657,0.7777777777777777,0.9742684157416751,0.75,0.7004831780205215,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.10671661167108949,0.4772727272727273,0.014970059880239528,0.14438656307168415,0.3333333333333333,0.7416750756811301,1.0,0.353641377307763,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.10997490153821025,0.43181818181818177,0.03892215568862277,0.0727319585451073,0.7777777777777777,0.34712411705348134,1.0,0.3357641520226205,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.08049060849447018,0.5,0.811377245508982,0.07465007118986358,0.1111111111111111,0.23208879919273462,0.25,0.1240687207669129,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
0.015955015365036955,0.13636363636363635,0.3203592814371258,0.13531566472742942,1.0,0.6271442986881938,0.25,0.0480931409925885,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.11586249602313108,0.36363636363636365,0.43712574850299407,0.1204566291071481,0.6666666666666665,0.7916246215943491,1.0,0.8701747945525551,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.03215504242603024,0.40909090909090906,0.5209580838323353,0.10880008111842021,0.3333333333333333,0.23007063572149344,0.25,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.07640220437388542,0.34090909090909094,0.6197604790419162,0.08320975449003129,0.3333333333333333,0.3995963673057518,0.75,0.4324607414731272,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.10758695172538213,0.5227272727272727,0.7125748502994012,0.013802806190349438,0.6666666666666665,0.5872855701311805,0.75,0.0184827640718342,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
0.07589633445437359,0.8409090909090909,0.9610778443113773,0.18643716913613104,0.3333333333333333,0.643289606458123,0.75,0.1234690705207263,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.12021175836727133,1.0,0.3413173652694611,0.10385692738633912,0.3333333333333333,0.07618567103935418,0.5,0.6680865625918398,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.06751108342709197,0.9772727272727272,0.718562874251497,0.01665040073344571,0.0,0.32694248234106965,0.75,0.0876415902301857,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.059747503867162224,0.7045454545454546,0.005988023952095814,0.15546429733280942,0.2222222222222222,0.6468213925327951,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.009795591983607377,0.5,0.011976047904191628,0.049579409441001136,0.1111111111111111,0.1387487386478305,0.0,0.4955202974903817,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.025955393243772013,0.36363636363636365,0.5419161676646707,0.12514628777604556,0.2222222222222222,0.9687184661957619,0.0,0.3264955850034187,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.06989659531259715,0.36363636363636365,0.16467065868263475,0.02137808366182068,0.1111111111111111,0.5232088799192735,0.5,0.7272918169892273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.06893361402003245,0.25,0.08083832335329343,0.0841519111415305,0.6666666666666665,0.05751765893037336,0.5,0.6467384495693309,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.022652001721176693,0.9318181818181818,0.15868263473053895,0.02993354204426868,0.1111111111111111,0.24016145307769932,0.75,0.6330018068524861,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.03982232385670351,0.15909090909090906,0.5329341317365269,0.032409343828028944,0.1111111111111111,0.16044399596367306,0.75,0.9574393641650067,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.005911973758150297,0.40909090909090906,0.5808383233532934,0.06791132742689834,0.6666666666666665,0.38244197780020184,1.0,0.5296712625608877,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.00023282205934158908,0.38636363636363635,0.5239520958083832,0.1352058168667165,0.2222222222222222,0.6488395560040363,0.5,0.6710821988360517,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.007731886504731409,0.2272727272727273,0.874251497005988,0.15617408350972362,0.1111111111111111,0.9071644803229061,0.25,0.8173668297877179,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.01115229853882826,0.20454545454545453,1.0000000000000002,0.02357926579379866,0.0,0.3486377396569122,0.25,0.2168047983876636,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.07583051041665398,0.6136363636363636,0.27544910179640725,0.049892053352260955,0.4444444444444445,0.5998990918264379,0.75,0.9639683658022792,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.10178346573310304,0.7954545454545455,0.28742514970059885,0.04854852951738765,0.8888888888888888,0.4263370332996973,0.25,0.7266717326619697,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.08076121842731747,0.022727272727272707,0.5988023952095808,0.13380736910148672,0.1111111111111111,0.17658930373360243,0.25,0.0640326937534233,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.07958491849399478,0.38636363636363635,0.4550898203592815,0.14369367656564885,0.7777777777777777,0.524217961654894,1.0,0.858667789721681,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.09970147579930495,0.5681818181818182,0.08682634730538923,0.17936888179102708,0.1111111111111111,0.10544904137235117,0.5,0.4394378196667855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.007674595212642116,0.7272727272727273,0.6526946107784432,0.15581074058582706,0.8888888888888888,0.8577194752774974,0.0,0.5381286540657331,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.10787706507681301,0.7272727272727273,0.6017964071856288,0.18500492202914343,0.0,0.3784056508577195,0.25,0.4957792140656437,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.02295308574556084,0.7727272727272727,0.8952095808383234,0.13944340933960309,0.6666666666666665,0.7441977800201817,1.0,0.1625033754057772,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.039401781393494886,0.34090909090909094,0.0,0.18317130773878176,0.4444444444444445,0.5993945509586276,0.25,0.8043431174786542,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.05309927605748146,0.5227272727272727,0.12574850299401197,0.16617868867003813,0.2222222222222222,0.24268415741675076,0.25,0.7359171339806407,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.011635008148772078,0.7727272727272727,0.9550898203592814,0.05838413796891306,0.2222222222222222,0.4949545913218972,0.75,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.10167375900357037,0.7272727272727273,0.7275449101796407,0.13073162900152516,0.4444444444444445,0.8082744702320889,0.25,0.1289167761985332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.008297485643655478,0.022727272727272707,0.5658682634730539,0.05235095546514231,0.7777777777777777,0.7941473259334006,0.5,0.1894026195152398,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.11598195446195556,0.15909090909090906,0.7844311377245509,0.07909890954873652,0.5555555555555556,0.14934409687184663,0.5,0.0749807333605899,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.08764714415098572,0.04545454545454544,0.6407185628742516,0.17528338635605067,0.8888888888888888,0.061049445005045416,0.75,0.3368917622095969,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.10953119876543362,0.6363636363636364,0.5508982035928144,0.052118584990557305,0.0,0.5686175580221997,0.25,0.5275086107393236,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.04215663926842677,0.20454545454545453,0.6826347305389222,0.14815096475996128,0.7777777777777777,0.46871846619576185,0.75,0.8783143982926241,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.1170887734665742,0.7045454545454546,0.5389221556886228,0.08578272938134529,1.0,0.1372351160443996,0.75,0.2394924534363215,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.10674342887164191,0.18181818181818182,0.9251497005988024,0.10715658812544623,0.7777777777777777,0.7265388496468214,0.25,0.0631949985974913,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.07483096021424507,0.13636363636363635,0.5898203592814372,0.05034834446599152,0.5555555555555556,0.41927346115035324,0.25,0.1129457815625761,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.9457073585179354,0.5,0.3263473053892216,0.015535022455437676,0.7777777777777777,0.41372351160444,0.5,0.6288507541855699,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
